team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MILWAUKEE BUCKS,240,36,80,2,9,19,25,14,25,14,12,4,9,21,away,win,93.0,CHARLOTTE BOBCATS,89.0
CHARLOTTE BOBCATS,240,33,70,5,13,18,23,9,28,20,5,5,18,16,home,loss,89.0,MILWAUKEE BUCKS,93.0
PHILADELPHIA 76ERS,240,39,95,4,10,14,23,20,33,21,11,7,17,20,away,loss,96.0,DENVER NUGGETS,109.0
DENVER NUGGETS,240,44,93,6,15,15,18,15,34,33,9,15,15,17,home,win,109.0,PHILADELPHIA 76ERS,96.0
SAN ANTONIO SPURS,240,30,74,3,18,25,36,15,33,16,6,3,11,16,away,win,88.0,LOS ANGELES CLIPPERS,82.0
LOS ANGELES CLIPPERS,240,36,79,2,8,8,12,8,33,23,3,4,11,26,home,loss,82.0,SAN ANTONIO SPURS,88.0
INDIANA PACERS,240,37,89,11,25,11,17,13,37,19,9,4,22,29,away,loss,96.0,LOS ANGELES LAKERS,112.0
LOS ANGELES LAKERS,240,36,78,10,18,30,38,5,41,28,12,6,19,20,home,win,112.0,INDIANA PACERS,96.0
MIAMI HEAT,240,40,88,8,19,6,13,12,25,18,8,2,13,24,away,loss,94.0,MEMPHIS GRIZZLIES,101.0
MEMPHIS GRIZZLIES,240,35,74,5,22,26,32,10,34,20,5,4,15,16,home,win,101.0,MIAMI HEAT,94.0
DALLAS MAVERICKS,240,38,82,6,20,19,24,15,29,22,10,6,9,20,away,win,101.0,MINNESOTA TIMBERWOLVES,78.0
MINNESOTA TIMBERWOLVES,240,27,66,5,10,19,27,6,30,11,6,2,15,24,home,loss,78.0,DALLAS MAVERICKS,101.0
CLEVELAND CAVALIERS,240,35,85,9,18,14,21,20,32,15,3,3,12,15,away,win,93.0,TORONTO RAPTORS,90.0
TORONTO RAPTORS,240,35,71,5,19,15,24,5,28,23,10,5,8,20,home,loss,90.0,CLEVELAND CAVALIERS,93.0
SEATTLE SUPERSONICS,240,32,84,6,16,16,22,16,35,20,4,1,19,18,away,loss,86.0,WASHINGTON WIZARDS,108.0
WASHINGTON WIZARDS,240,42,87,5,14,19,24,10,33,26,15,4,11,19,home,win,108.0,SEATTLE SUPERSONICS,86.0
