team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHILADELPHIA 76ERS,240,40,86,5,19,18,23,9,30,21,6,4,16,19,away,loss,103.0,ATLANTA HAWKS,113.0
ATLANTA HAWKS,240,39,81,10,23,25,31,6,37,25,6,5,15,23,home,win,113.0,PHILADELPHIA 76ERS,103.0
PORTLAND TRAIL BLAZERS,240,40,82,9,26,20,22,8,39,21,9,2,18,20,away,win,109.0,BOSTON CELTICS,96.0
BOSTON CELTICS,240,37,81,7,18,15,19,4,30,17,8,4,15,21,home,loss,96.0,PORTLAND TRAIL BLAZERS,109.0
CHARLOTTE BOBCATS,240,32,80,8,20,14,20,12,35,23,8,8,16,13,away,win,86.0,CLEVELAND CAVALIERS,80.0
CLEVELAND CAVALIERS,240,32,79,4,15,12,17,10,33,19,10,6,15,17,home,loss,80.0,CHARLOTTE BOBCATS,86.0
MINNESOTA TIMBERWOLVES,240,46,94,6,22,15,19,11,31,22,10,2,16,22,away,loss,113.0,DENVER NUGGETS,117.0
DENVER NUGGETS,240,47,97,7,20,16,21,14,32,28,7,9,15,17,home,win,117.0,MINNESOTA TIMBERWOLVES,113.0
MILWAUKEE BUCKS,240,30,88,8,16,9,11,17,23,14,3,10,15,24,away,loss,77.0,INDIANA PACERS,104.0
INDIANA PACERS,240,40,79,5,16,19,21,9,35,14,5,11,13,20,home,win,104.0,MILWAUKEE BUCKS,77.0
MEMPHIS GRIZZLIES,240,37,85,1,13,14,14,10,41,27,7,5,9,13,away,win,89.0,LOS ANGELES LAKERS,86.0
LOS ANGELES LAKERS,240,35,80,10,24,6,11,4,36,25,6,8,11,17,home,loss,86.0,MEMPHIS GRIZZLIES,89.0
DALLAS MAVERICKS,240,37,74,12,28,18,21,6,28,22,11,6,24,20,away,loss,104.0,MIAMI HEAT,110.0
MIAMI HEAT,240,40,74,5,13,25,30,4,30,17,19,5,16,15,home,win,110.0,DALLAS MAVERICKS,104.0
BROOKLYN NETS,265,38,87,2,12,22,29,14,35,14,8,4,12,25,away,win,100.0,PHOENIX SUNS,98.0
PHOENIX SUNS,265,34,79,10,28,20,25,9,33,17,8,4,16,23,home,loss,98.0,BROOKLYN NETS,100.0
DETROIT PISTONS,240,38,85,6,23,15,24,13,33,26,10,6,12,20,away,win,97.0,SACRAMENTO KINGS,90.0
SACRAMENTO KINGS,240,34,80,10,25,12,17,11,32,22,4,5,17,19,home,loss,90.0,DETROIT PISTONS,97.0
CHICAGO BULLS,240,36,80,7,16,17,19,11,37,21,6,5,15,21,away,win,96.0,TORONTO RAPTORS,80.0
TORONTO RAPTORS,240,29,82,5,21,17,22,11,32,19,8,6,16,21,home,loss,80.0,CHICAGO BULLS,96.0
SAN ANTONIO SPURS,240,35,76,4,15,17,22,7,36,19,8,5,17,15,away,win,91.0,UTAH JAZZ,82.0
UTAH JAZZ,240,35,91,5,16,7,11,16,34,16,9,4,18,23,home,loss,82.0,SAN ANTONIO SPURS,91.0
