team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
INDIANA PACERS,240,46,92,7,22,11,15,6,40,28,7,0,14,21,away,win,110.0,ATLANTA HAWKS,100.0
ATLANTA HAWKS,240,39,94,6,28,16,23,12,38,24,6,4,15,20,home,loss,100.0,INDIANA PACERS,110.0
CHARLOTTE HORNETS,240,30,79,6,31,17,21,11,49,21,9,5,20,16,away,win,83.0,CHICAGO BULLS,73.0
CHICAGO BULLS,240,27,90,7,34,12,14,11,34,20,11,7,12,20,home,loss,73.0,CHARLOTTE HORNETS,83.0
MILWAUKEE BUCKS,240,44,87,11,30,28,33,9,46,22,4,3,17,21,away,win,127.0,MEMPHIS GRIZZLIES,114.0
MEMPHIS GRIZZLIES,240,38,98,20,49,18,23,11,34,27,9,5,13,26,home,loss,114.0,MILWAUKEE BUCKS,127.0
LOS ANGELES LAKERS,240,43,87,12,37,15,23,14,36,26,5,9,19,23,away,win,113.0,MIAMI HEAT,110.0
MIAMI HEAT,240,39,85,10,33,22,28,5,29,24,8,2,8,21,home,loss,110.0,LOS ANGELES LAKERS,113.0
LOS ANGELES CLIPPERS,240,39,79,11,25,35,39,8,37,16,5,2,19,30,away,win,124.0,MINNESOTA TIMBERWOLVES,117.0
MINNESOTA TIMBERWOLVES,240,38,85,10,41,31,37,7,32,17,9,3,18,26,home,loss,117.0,LOS ANGELES CLIPPERS,124.0
HOUSTON ROCKETS,240,48,86,22,39,12,13,7,35,21,5,7,9,20,away,win,130.0,ORLANDO MAGIC,107.0
ORLANDO MAGIC,240,40,91,15,37,12,16,13,24,24,3,6,6,15,home,loss,107.0,HOUSTON ROCKETS,130.0
NEW ORLEANS PELICANS,240,38,88,9,24,24,35,12,33,24,5,2,9,29,away,loss,109.0,PHILADELPHIA 76ERS,116.0
PHILADELPHIA 76ERS,240,43,87,7,20,23,34,9,38,24,7,8,9,24,home,win,116.0,NEW ORLEANS PELICANS,109.0
NEW YORK KNICKS,240,44,95,9,30,6,10,14,34,24,7,3,8,18,away,win,103.0,SACRAMENTO KINGS,101.0
SACRAMENTO KINGS,240,39,83,17,39,6,8,8,33,19,0,3,13,18,home,loss,101.0,NEW YORK KNICKS,103.0
GOLDEN STATE WARRIORS,240,41,91,9,29,15,22,14,34,19,9,7,12,26,away,loss,106.0,UTAH JAZZ,114.0
UTAH JAZZ,240,37,79,16,38,24,31,7,36,22,5,3,13,20,home,win,114.0,GOLDEN STATE WARRIORS,106.0
