team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DENVER NUGGETS,240,44,83,7,19,18,22,11,29,30,11,10,17,28,away,win,113.0,CHARLOTTE BOBCATS,99.0
CHARLOTTE BOBCATS,240,37,82,2,11,23,30,12,25,22,8,10,18,20,home,loss,99.0,DENVER NUGGETS,113.0
INDIANA PACERS,240,34,75,8,22,14,19,10,38,21,8,6,20,25,away,win,90.0,DETROIT PISTONS,72.0
DETROIT PISTONS,240,26,77,2,14,18,24,10,29,14,9,2,14,22,home,loss,72.0,INDIANA PACERS,90.0
UTAH JAZZ,240,35,84,1,15,23,28,12,27,25,8,6,16,21,away,loss,94.0,LOS ANGELES CLIPPERS,107.0
LOS ANGELES CLIPPERS,240,40,78,8,20,19,24,10,36,22,9,2,20,24,home,win,107.0,UTAH JAZZ,94.0
ATLANTA HAWKS,240,39,91,14,28,11,14,10,31,27,10,4,11,16,away,win,103.0,MILWAUKEE BUCKS,102.0
MILWAUKEE BUCKS,240,41,89,4,12,16,20,17,41,28,8,2,17,14,home,loss,102.0,ATLANTA HAWKS,103.0
CLEVELAND CAVALIERS,240,43,87,9,21,23,28,18,29,28,8,4,10,20,away,win,118.0,ORLANDO MAGIC,94.0
ORLANDO MAGIC,240,38,79,4,14,14,22,11,25,22,5,7,15,20,home,loss,94.0,CLEVELAND CAVALIERS,118.0
MIAMI HEAT,240,45,77,9,21,15,18,5,32,27,9,2,6,10,away,win,114.0,PHILADELPHIA 76ERS,90.0
PHILADELPHIA 76ERS,240,35,78,11,28,9,10,7,25,25,1,3,12,15,home,loss,90.0,MIAMI HEAT,114.0
HOUSTON ROCKETS,240,38,84,19,46,8,14,13,26,24,7,3,16,19,away,loss,103.0,WASHINGTON WIZARDS,105.0
WASHINGTON WIZARDS,240,41,80,7,16,16,19,9,28,31,8,6,13,18,home,win,105.0,HOUSTON ROCKETS,103.0
